id,value
Nepal.PN4.Myagdi.Beni MCP,1.5.42.42
Nepal.PN4.Myagdi.Annapurna RM,1.5.42.42
Nepal.PN4.Myagdi.Dhawalagiri RM,1.5.42.42
Nepal.PN4.Myagdi.Mangala RM,1.5.42.42
Nepal.PN4.Myagdi.Malika RM,1.5.42.42
Nepal.PN4.Myagdi.Raghu Ganga RM,1.5.42.42
Nepal.PN4.Parbat,1.5.42
Nepal.PN4.Parbat.Kushma MCP,1.5.43.43
Nepal.PN4.Parbat.Phalebas MCP,1.5.43.43
Nepal.PN4.Parbat.Jaljala RM,1.5.43.43
Nepal.PN4.Parbat.Painyoo RM,1.5.43.43
Nepal.PN4.Parbat.Maha Shila RM,1.5.43.43
Nepal.PN4.Parbat.Modi RM,1.5.43.43
Nepal.PN4.Parbat.Bihadi RM,1.5.43.43
Nepal.PN4.Syangja,1.5.43
Nepal.PN4.Syangja.Galyang MCP,1.5.44.44
Nepal.PN4.Syangja.Chapakot MCP,1.5.44.44
Nepal.PN4.Syangja.Putalibazar MCP,1.5.44.44
Nepal.PN4.Syangja.Bhirkot MCP,1.5.44.44
Nepal.PN4.Syangja.Waling MCP,1.5.44.44
Nepal.PN4.Syangja.Arjun Chaupari RM,1.5.44.44
Nepal.PN4.Syangja.Andhi Khola RM,1.5.44.44
Nepal.PN4.Syangja.Kali Gandaki RM,1.5.44.44
Nepal.PN4.Syangja.Phedi Khola RM,1.5.44.44
Nepal.PN4.Syangja.Biruwa RM,1.5.44.44
Nepal.PN4.Syangja.Harinas RM,1.5.44.44
Nepal.PN4.Tanahun,1.5.44
Nepal.PN4.Tanahun.Bhanu MCP,1.5.45.45
Nepal.PN4.Tanahun.Bhimad MCP,1.5.45.45
Nepal.PN4.Tanahun.Byas MCP,1.5.45.45
Nepal.PN4.Tanahun.Sukla Gandaki MCP,1.5.45.45
Nepal.PN4.Tanahun.Aanbu Khaireni RM,1.5.45.45
Nepal.PN4.Tanahun.Rishing RM,1.5.45.45
Nepal.PN4.Tanahun.Ghiring RM,1.5.45.45
Nepal.PN4.Tanahun.Devghat RM,1.5.45.45
Nepal.PN4.Tanahun.Myagde RM,1.5.45.45
Nepal.PN4.Tanahun.Bandipur RM,1.5.45.45
Nepal.PN5,1.5
Nepal.PN5.Arghakhanchi,1.6.45
Nepal.PN5.Arghakhanchi.Sandhikharka MCP,1.6.46.46
Nepal.PN5.Arghakhanchi.Shit Ganga MCP,1.6.46.46
Nepal.PN5.Arghakhanchi.Bhumikasthan MCP,1.6.46.46
Nepal.PN5.Arghakhanchi.Chhatra Dev RM,1.6.46.46
Nepal.PN5.Arghakhanchi.Panini RM,1.6.46.46
Nepal.PN5.Arghakhanchi.Malarani RM,1.6.46.46
Nepal.PN5.Banke,1.6.46
Nepal.PN5.Banke.Nepalgunj S-MCP,1.6.47.47
Nepal.PN5.Banke.Kohalpur MCP,1.6.47.47
Nepal.PN5.Banke.Narainapur RM,1.6.47.47
Nepal.PN5.Banke.Raptisonari RM,1.6.47.47
Nepal.PN5.Banke.Baijanath RM,1.6.47.47
Nepal.PN5.Banke.Khajura RM,1.6.47.47
Nepal.PN5.Banke.Duduwa RM,1.6.47.47
Nepal.PN5.Banke.Janaki RM,1.6.47.47
Nepal.PN5.Bardiya,1.6.47
Nepal.PN5.Bardiya.Gulariya MCP,1.6.48.48
Nepal.PN5.Bardiya.Maduvan MCP,1.6.48.48
Nepal.PN5.Bardiya.Rajapur Taratal MCP,1.6.48.48
Nepal.PN5.Bardiya.Thakura Baba MCP,1.6.48.48
Nepal.PN5.Bardiya.Bansgadhi MCP,1.6.48.48
Nepal.PN5.Bardiya.Bar Bardiya MCP,1.6.48.48
Nepal.PN5.Bardiya.Badhaiya Tal RM,1.6.48.48
Nepal.PN5.Bardiya.Geruwa RM,1.6.48.48
Nepal.PN5.Dang,1.6.48
Nepal.PN5.Dang.Tulsipur S-MCP,1.6.49.49
Nepal.PN5.Dang.Ghorahi S-MCP,1.6.49.49
Nepal.PN5.Dang.Lamahi MCP,1.6.49.49
Nepal.PN5.Dang.Banglachuli RM,1.6.49.49
Nepal.PN5.Dang.Dangi Sharan RM,1.6.49.49
Nepal.PN5.Dang.Gadhawa RM,1.6.49.49
Nepal.PN5.Dang.Rajpur RM,1.6.49.49
Nepal.PN5.Dang.Rapti RM,1.6.49.49
Nepal.PN5.Dang.Shanti Nagar RM,1.6.49.49
Nepal.PN5.Dang.Babai RM,1.6.49.49
Nepal.PN5.Eastern_Rukum,1.6.49
Nepal.PN5.Eastern_Rukum.Musikot MCP,1.6.50.50
Nepal.PN5.Eastern_Rukum.Chaujahari MCP,1.6.50.50
Nepal.PN5.Eastern_Rukum.Aathabiskot MCP,1.6.50.50
Nepal.PN5.Eastern_Rukum.Putha Uttar Ganga RM,1.6.50.50
Nepal.PN5.Eastern_Rukum.Bhume RM,1.6.50.50
Nepal.PN5.Eastern_Rukum.Sisne RM,1.6.50.50
Nepal.PN5.Eastern_Rukum.Barphikot RM,1.6.50.50
Nepal.PN5.Eastern_Rukum.Triveni RM,1.6.50.50
Nepal.PN5.Eastern_Rukum.Sani Bheri RM,1.6.50.50
Nepal.PN5.Gulmi,1.6.50
Nepal.PN5.Gulmi.Musikot MCP,1.6.51.51
Nepal.PN5.Gulmi.Resunga MCP,1.6.51.51
Nepal.PN5.Gulmi.Isma RM,1.6.51.51
Nepal.PN5.Gulmi.Kali Gandaki RM,1.6.51.51
Nepal.PN5.Gulmi.Gulmi Durbar RM,1.6.51.51
Nepal.PN5.Gulmi.Satyawati RM,1.6.51.51
Nepal.PN5.Gulmi.Chandrakot RM,1.6.51.51
Nepal.PN5.Gulmi.Dhurkot RM,1.6.51.51
Nepal.PN5.Gulmi.Madane RM,1.6.51.51
Nepal.PN5.Gulmi.Malika RM,1.6.51.51
Nepal.PN5.Kapilvastu,1.6.51
Nepal.PN5.Kapilvastu.Kapilbastu MCP,1.6.52.52
Nepal.PN5.Kapilvastu.Buddabhumi MCP,1.6.52.52
Nepal.PN5.Kapilvastu.Shivaraj MCP,1.6.52.52
Nepal.PN5.Kapilvastu.Maharajganj MCP,1.6.52.52
Nepal.PN5.Kapilvastu.Krishna Nagar MCP,1.6.52.52
Nepal.PN5.Kapilvastu.Banganga MCP,1.6.52.52
Nepal.PN5.Kapilvastu.Mayadevi RM,1.6.52.52
Nepal.PN5.Kapilvastu.Yashodhara RM,1.6.52.52
Nepal.PN5.Kapilvastu.Suddodhana RM,1.6.52.52
Nepal.PN5.Kapilvastu.Bijay Nagar RM,1.6.52.52
Nepal.PN5.Palpa,1.6.52
Nepal.PN5.Palpa.Rampur MCP,1.6.53.53
Nepal.PN5.Palpa.Tansen MCP,1.6.53.53
Nepal.PN5.Palpa.Nisdi RM,1.6.53.53
Nepal.PN5.Palpa.Purba Khola RM,1.6.53.53
Nepal.PN5.Palpa.Rambha RM,1.6.53.53
Nepal.PN5.Palpa.Matha Gadhi RM,1.6.53.53
Nepal.PN5.Palpa.Tinau RM,1.6.53.53
Nepal.PN5.Palpa.Bagnaskali RM,1.6.53.53
Nepal.PN5.Palpa.Ribdikot RM,1.6.53.53
Nepal.PN5.Palpa.Raina Devi Chhahara RM,1.6.53.53
Nepal.PN5.Pyuthan,1.6.53
Nepal.PN5.Pyuthan.Pyuthan MCP,1.6.54.54
Nepal.PN5.Pyuthan.Swargadeari MCP,1.6.54.54
Nepal.PN5.Pyuthan.Gaumukhi RM,1.6.54.54
Nepal.PN5.Pyuthan.Mandavi RM,1.6.54.54
Nepal.PN5.Pyuthan.Sarumarani RM,1.6.54.54
Nepal.PN5.Pyuthan.Mallarani RM,1.6.54.54
Nepal.PN5.Pyuthan.Nau Bahini RM,1.6.54.54
Nepal.PN5.Pyuthan.Jhimmaruk RM,1.6.54.54
Nepal.PN5.Pyuthan.Eairabati RM,1.6.54.54
Nepal.PN5.Rolpa,1.6.54
Nepal.PN5.Rolpa.Rolpa MCP,1.6.55.55
Nepal.PN5.Rolpa.Triveni RM,1.6.55.55
Nepal.PN5.Rolpa.Dui Kholi RM,1.6.55.55
Nepal.PN5.Rolpa.Madi RM,1.6.55.55
Nepal.PN5.Rolpa.Runti Gadhi RM,1.6.55.55
Nepal.PN5.Rolpa.Lungri RM,1.6.55.55
Nepal.PN5.Rolpa.Sukidaha RM,1.6.55.55
Nepal.PN5.Rolpa.Sunchhahari RM,1.6.55.55
Nepal.PN5.Rolpa.Subarnawati RM,1.6.55.55
Nepal.PN5.Rolpa.Thawang RM,1.6.55.55
Nepal.PN5.Rupandehi,1.6.55
Nepal.PN5.Rupandehi.Butwal S-MCP,1.6.56.56
Nepal.PN5.Rupandehi.Devdaha MCP,1.6.56.56
Nepal.PN5.Rupandehi.Lumbini Sanskritik MCP,1.6.56.56
Nepal.PN5.Rupandehi.Siddharthanagar MCP,1.6.56.56
Nepal.PN5.Rupandehi.Saina Maina MCP,1.6.56.56
Nepal.PN5.Rupandehi.Tilottama MCP,1.6.56.56
Nepal.PN5.Rupandehi.Gaidahawa RM,1.6.56.56
Nepal.PN5.Rupandehi.Kanchan RM,1.6.56.56
Nepal.PN5.Rupandehi.Kotahi Mai RM,1.6.56.56
Nepal.PN5.Rupandehi.Marchawari RM,1.6.56.56
Nepal.PN5.Rupandehi.Mayadevi RM,1.6.56.56
Nepal.PN5.Rupandehi.Om Satiya RM,1.6.56.56
Nepal.PN5.Rupandehi.Rohini RM,1.6.56.56
Nepal.PN5.Rupandehi.Sammarai Mai RM,1.6.56.56
Nepal.PN5.Rupandehi.Siyari RM,1.6.56.56
Nepal.PN5.Rupandehi.Suddodhana RM,1.6.56.56
Nepal.PN6,1.6
Nepal.PN6.Dailekh,1.7.56
Nepal.PN6.Dailekh.Narayan MCP,1.7.57.57
Nepal.PN6.Dailekh.Dullu MCP,1.7.57.57
Nepal.PN6.Dailekh.Chamunda Bindrasaini RM,1.7.57.57
Nepal.PN6.Dailekh.Aathabis MCP,1.7.57.57
Nepal.PN6.Dailekh.Bhagawati Mai RM,1.7.57.57
Nepal.PN6.Dailekh.Gurans RM,1.7.57.57
Nepal.PN6.Dailekh.Dungeshwor RM,1.7.57.57
Nepal.PN6.Dailekh.Naumule RM,1.7.57.57
Nepal.PN6.Dailekh.Mahabu RM,1.7.57.57
Nepal.PN6.Dailekh.Bairavi RM,1.7.57.57
Nepal.PN6.Dailekh.Thantikandh RM,1.7.57.57
Nepal.PN6.Dolpa,1.7.57
Nepal.PN6.Dolpa.Thuli Bheri MCP,1.7.58.58
Nepal.PN6.Dolpa.Tripur Sundari MCP,1.7.58.58
Nepal.PN6.Dolpa.Dolpo Buddha RM,1.7.58.58
Nepal.PN6.Dolpa.She-Phoksundo RM,1.7.58.58
Nepal.PN6.Dolpa.Jagadulla RM,1.7.58.58
Nepal.PN6.Dolpa.Mudke CHula Gaun RM,1.7.58.58
Nepal.PN6.Dolpa.Kaieke RM,1.7.58.58
Nepal.PN6.Dolpa.Chharka Tongsong RM,1.7.58.58
Nepal.PN6.Humla,1.7.58
Nepal.PN6.Humla.Simkot RM,1.7.59.59
Nepal.PN6.Humla.Namkha RM,1.7.59.59
Nepal.PN6.Humla.Kharpu Nath,1.7.59.59
Nepal.PN6.Humla.Sarkegad RM,1.7.59.59
Nepal.PN6.Humla.Chankheli RM,1.7.59.59
Nepal.PN6.Humla.Adanchuli RM,1.7.59.59
Nepal.PN6.Humla.Tanjakot RM,1.7.59.59
Nepal.PN6.Jajarkot,1.7.59
Nepal.PN6.Jajarkot.Bheri MCP,1.7.60.60
Nepal.PN6.Jajarkot.Chhedagad MCP,1.7.60.60
Nepal.PN6.Jajarkot.Triveni Nalgad MCP,1.7.60.60
Nepal.PN6.Jajarkot.Kuse RM,1.7.60.60
Nepal.PN6.Jajarkot.Junichande RM,1.7.60.60
Nepal.PN6.Jajarkot.Barekot RM,1.7.60.60
Nepal.PN6.Jajarkot.Shivalaya RM,1.7.60.60
Nepal.PN6.Jumla,1.7.60
Nepal.PN6.Jumla.Chandannath MCP,1.7.61.61
Nepal.PN6.Jumla.Kanaka Sundari RM,1.7.61.61
Nepal.PN6.Jumla.Sinja RM,1.7.61.61
Nepal.PN6.Jumla.Hima RM,1.7.61.61
Nepal.PN6.Jumla.Tila RM,1.7.61.61
Nepal.PN6.Jumla.Guthichaur RM,1.7.61.61
Nepal.PN6.Jumla.Tatopani RM,1.7.61.61
Nepal.PN6.Jumla.Patarasi RM,1.7.61.61
Nepal.PN6.Kalikot,1.7.61
Nepal.PN6.Kalikot.Khandachakra MCP,1.7.62.62
Nepal.PN6.Kalikot.Raskot MCP,1.7.62.62
Nepal.PN6.Kalikot.Tila Gupha MCP,1.7.62.62
Nepal.PN6.Kalikot.Pachal Jharana RM,1.7.62.62
Nepal.PN6.Kalikot.Sanni Triveni RM,1.7.62.62
Nepal.PN6.Kalikot.Narhari Nath RM,1.7.62.62
Nepal.PN6.Kalikot.Kalika RM,1.7.62.62
Nepal.PN6.Kalikot.Mahawai RM,1.7.62.62
Nepal.PN6.Kalikot.Palata RM,1.7.62.62
Nepal.PN6.Mugu,1.7.62
Nepal.PN6.Mugu.Chhaya Nath Rara MCP,1.7.63.63
Nepal.PN6.Mugu.Mugumakarmarong RM,1.7.63.63
Nepal.PN6.Mugu.Soru RM,1.7.63.63
Nepal.PN6.Mugu.Khatyad RM,1.7.63.63
Nepal.PN6.Salyan,1.7.63
Nepal.PN6.Salyan.Sharada MCP,1.7.64.64
Nepal.PN6.Salyan.Bagchaur MCP,1.7.64.64
Nepal.PN6.Salyan.Bangad Kupinde MCP,1.7.64.64
Nepal.PN6.Salyan.Kalimati RM,1.7.64.64
Nepal.PN6.Salyan.Triveni RM,1.7.64.64
Nepal.PN6.Salyan.Kapurkot RM,1.7.64.64
Nepal.PN6.Salyan.Chhareshwori RM,1.7.64.64
Nepal.PN6.Salyan.Dhorchaur RM,1.7.64.64
Nepal.PN6.Salyan.Kumakha Malika RM,1.7.64.64
Nepal.PN6.Salyan.Darma RM,1.7.64.64
Nepal.PN6.Surkhet,1.7.64
Nepal.PN6.Surkhet.BirendraNagar MCP,1.7.65.65
Nepal.PN6.Surkhet.Bheri ganga MCP,1.7.65.65
Nepal.PN6.Surkhet.Gurbhakot MCP,1.7.65.65
Nepal.PN6.Surkhet.Panchapuri MCP,1.7.65.65
Nepal.PN6.Surkhet.Lek Besi MCP,1.7.65.65
Nepal.PN6.Surkhet.Chaukune RM,1.7.65.65
Nepal.PN6.Surkhet.Barahatal RM,1.7.65.65
Nepal.PN6.Surkhet.Chingad RM,1.7.65.65
Nepal.PN6.Surkhet.Simta RM,1.7.65.65
Nepal.PN7,1.7
Nepal.PN7.Achham,1.8.65
Nepal.PN7.Achham.Mangalsen MCP,1.8.66.66
Nepal.PN7.Achham.Sanfebagar MCP,1.8.66.66
Nepal.PN7.Achham.Kamalbazar MCP,1.8.66.66
Nepal.PN7.Achham.Panchdeval Binayak MCP,1.8.66.66
Nepal.PN7.Achham.Chourpati RM,1.8.66.66
Nepal.PN7.Achham.Mellekh RM,1.8.66.66
Nepal.PN7.Achham.Bannigadhi Jayagadh RM,1.8.66.66
Nepal.PN7.Achham.RamRoshan RM,1.8.66.66
Nepal.PN7.Achham.Dhakari RM,1.8.66.66
Nepal.PN7.Achham.Turmakhand RM,1.8.66.66
Nepal.PN7.Baitadi,1.8.66
Nepal.PN7.Baitadi.Dasharath CHanda MCP,1.8.67.67
Nepal.PN7.Baitadi.Patan MCP,1.8.67.67
Nepal.PN7.Baitadi.Melauli MCP,1.8.67.67
Nepal.PN7.Baitadi.Purchaudi MCP,1.8.67.67
Nepal.PN7.Baitadi.Surnaiya RM,1.8.67.67
Nepal.PN7.Baitadi.Sigas RM,1.8.67.67
Nepal.PN7.Baitadi.Shivanath RM,1.8.67.67
Nepal.PN7.Baitadi.Pancheshwor RM,1.8.67.67
Nepal.PN7.Baitadi.Dogada Kedar RM,1.8.67.67
Nepal.PN7.Baitadi.Dilasaini RM,1.8.67.67
Nepal.PN7.Bajhang,1.8.67
Nepal.PN7.Bajhang.Jaya Prithivi MCP,1.8.68.68
Nepal.PN7.Bajhang.Bungal MCP,1.8.68.68
Nepal.PN7.Bajhang.Talkot RM,1.8.68.68
Nepal.PN7.Bajhang.Masta RM,1.8.68.68
Nepal.PN7.Bajhang.Khaptadchhanna RM,1.8.68.68
Nepal.PN7.Bajhang.Thalara RM,1.8.68.68
Nepal.PN7.Bajhang.Bithadchir RM,1.8.68.68
Nepal.PN7.Bajhang.Surma RM,1.8.68.68
Nepal.PN7.Bajhang.Chhabis Pathibhera RM,1.8.68.68
Nepal.PN7.Bajhang.Durgathali RM,1.8.68.68
Nepal.PN7.Bajhang.Kedarsyun RM,1.8.68.68
Nepal.PN7.Bajhang.Kanda RM,1.8.68.68
Nepal.PN7.Bajura,1.8.68
Nepal.PN7.Bajura.Badi Malika MCP,1.8.69.69
Nepal.PN7.Bajura.Triveni MCP,1.8.69.69
Nepal.PN7.Bajura.Budhi Ganga MCP,1.8.69.69
Nepal.PN7.Bajura.Budhi Nanda MCP,1.8.69.69
Nepal.PN7.Bajura.Gaumul RM,1.8.69.69
Nepal.PN7.Bajura.Pandav Gupha RM,1.8.69.69
Nepal.PN7.Bajura.SwamiKartik RM,1.8.69.69
Nepal.PN7.Bajura.Chhededaha RM,1.8.69.69
Nepal.PN7.Bajura.Himali RM,1.8.69.69
Nepal.PN7.Dadeldhura,1.8.69
Nepal.PN7.Dadeldhura.Amargadhi MCP,1.8.70.70
Nepal.PN7.Dadeldhura.Parashuram MCP,1.8.70.70
Nepal.PN7.Dadeldhura.Aalitaal RM,1.8.70.70
Nepal.PN7.Dadeldhura.Bhageshwor RM,1.8.70.70
Nepal.PN7.Dadeldhura.Nabadurga RM,1.8.70.70
Nepal.PN7.Dadeldhura.Ajaymeru RM,1.8.70.70
Nepal.PN7.Dadeldhura.Ganyapdhura RM,1.8.70.70
Nepal.PN7.Darchula,1.8.70
Nepal.PN7.Darchula.Mahakali MCP,1.8.71.71
Nepal.PN7.Darchula.Silya Shikhar MCP,1.8.71.71
Nepal.PN7.Darchula.Malikarjun RM,1.8.71.71
Nepal.PN7.Darchula.Api Himal RM,1.8.71.71
Nepal.PN7.Darchula.Duhun RM,1.8.71.71
Nepal.PN7.Darchula.Naugad RM,1.8.71.71
Nepal.PN7.Darchula.Marma RM,1.8.71.71
Nepal.PN7.Darchula.Lekam RM,1.8.71.71
Nepal.PN7.Darchula.Byans RM,1.8.71.71
Nepal.PN7.Doti,1.8.71
Nepal.PN7.Doti.Dipayal-Silgadi MCP,1.8.72.72
Nepal.PN7.Doti.Shikhar MCP,1.8.72.72
Nepal.PN7.Doti.Purbi Chouki RM,1.8.72.72
Nepal.PN7.Doti.Badikedar RM,1.8.72.72
Nepal.PN7.Doti.Jorayal RM,1.8.72.72
Nepal.PN7.Doti.Sayal RM,1.8.72.72
Nepal.PN7.Doti.Aadarsha RM,1.8.72.72
Nepal.PN7.Doti.KI Singh RM,1.8.72.72
Nepal.PN7.Doti.Bogtan RM,1.8.72.72
Nepal.PN7.Kailali,1.8.72
Nepal.PN7.Kailali.Dhangadhi S-MCP,1.8.73.73
Nepal.PN7.Kailali.Tikapur MCP,1.8.73.73
Nepal.PN7.Kailali.Ghodaghodi MCP,1.8.73.73
Nepal.PN7.Kailali.Lamki-Chuha MCP,1.8.73.73
Nepal.PN7.Kailali.Bhajani MCP,1.8.73.73
Nepal.PN7.Kailali.Godavari MCP,1.8.73.73
Nepal.PN7.Kailali.Gauri Ganga MCP,1.8.73.73
Nepal.PN7.Kailali.Janaki RM,1.8.73.73
Nepal.PN7.Kailali.Bardogoriya RM,1.8.73.73
Nepal.PN7.Kailali.Mohanyal RM,1.8.73.73
Nepal.PN7.Kailali.Kailari RM,1.8.73.73
Nepal.PN7.Kailali.Joshipur RM,1.8.73.73
Nepal.PN7.Kailali.Chure RM,1.8.73.73
Nepal.PN7.Kanchanpur,1.8.73
Nepal.PN7.Kanchanpur.Bhimdatta MCP,1.8.74.74
Nepal.PN7.Kanchanpur.Punarbas MCP,1.8.74.74
Nepal.PN7.Kanchanpur.Bedkot MCP,1.8.74.74
Nepal.PN7.Kanchanpur.Mahakali MCP,1.8.74.74
Nepal.PN7.Kanchanpur.Shuklaphanta MCP,1.8.74.74
Nepal.PN7.Kanchanpur.Belauri MCP,1.8.74.74
Nepal.PN7.Kanchanpur.Krishnapur MCP,1.8.74.74
Nepal.PN7.Kanchanpur.Beldandi RM,1.8.74.74
Nepal.PN7.Kanchanpur.Laljhadi RM,1.8.74.74
